sentence	label
a vile , incoherent mess ... a scummy ripoff of david cronenberg 's brilliant ` videodrome . '	0
discursive but oddly riveting documentary .	1
what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .	0
like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .	0
a little melodramatic , but with enough hope to keep you engaged .	1
not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .	1
just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be .	0
though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting .	1
it 's touching and tender and proves that even in sorrow you can find humor .	1
collapses after 30 minutes into a slap-happy series of adolescent violence .	0
a spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .	1
payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .	1
a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .	0
fierce , glaring and unforgettable .	1
the film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes wilco a big deal .	0
there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	1
a lot more dimensional and complex than its sunny disposition would lead you to believe .	1
miller has crafted an intriguing story of maternal instincts and misguided acts of affection .	1
sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .	0
an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .	0
some movies suck you in despite their flaws , and heaven is one such beast .	1
with a `` spy kids '' sequel opening next week , why bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ?	0
muddled , melodramatic paranormal romance is an all-time low for kevin costner .	0
in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects .	1
so original in its base concept that you can not help but get caught up .	1
but even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .	0
this new zealand coming-of-age movie is n't really about anything .	0
quitting offers piercing domestic drama with spikes of sly humor .	1
mama africa pretty much delivers on that promise .	1
we hate -lrb- madonna -rrb- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .	0
much smarter and more attentive than it first sets out to be .	1
one regards reign of fire with awe .	1
it 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo .	0
the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count .	0
you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit .	1
in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino 's climactic shootout -- and meat loaf explodes .	0
is the kind of movie that 's critic-proof , simply because it aims so low .	0
to the civilized mind , a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement .	0
a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .	1
my precious new star wars movie is a lumbering , wheezy drag ...	0
a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .	0
throw smoochy from the train !	0
an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .	0
none of this is half as moving as the filmmakers seem to think .	0
the heedless impetuousness of youth is on full , irritating display in -lrb- this -rrb- meandering and pointless french coming-of-age import from writer-director anne-sophie birot .	0
a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .	0
irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .	1
a miraculous movie , i 'm going home is so slight , yet overflows with wisdom and emotion .	1
the story 's pathetic and the gags are puerile . .	0
showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .	0
by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic .	0
first , for a movie that tries to be smart , it 's kinda dumb .	0
and people make fun of me for liking showgirls .	0
... the story simply putters along looking for astute observations and coming up blank .	0
it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	1
if you 're not deeply touched by this movie , check your pulse .	1
whether it 's the worst movie of 2002 , i ca n't say for sure : memories of rollerball have faded , and i skipped country bears .	0
children , christian or otherwise , deserve to hear the full story of jonah 's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it .	1
muccino , who directed from his own screenplay , is a canny crowd pleaser , and the last kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .	1
has a solid emotional impact .	1
dogtown is hollow , self-indulgent , and - worst of all - boring .	0
the sweetest thing leaves a bitter taste .	0
one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .	0
has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .	1
lawrence should stick to his day job .	0
by turns numbingly dull-witted and disquietingly creepy .	0
buy is an accomplished actress , and this is a big , juicy role .	1
maid in manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .	0
thought-provoking and stylish , if also somewhat hermetic .	1
a cleverly crafted but ultimately hollow mockumentary .	0
jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .	1
the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .	0
from a deceptively simple premise , this deeply moving french drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .	1
unexpected , and often contradictory , truths emerge .	1
has the capability of effecting change and inspiring hope .	1
even if you 're an elvis person , you wo n't find anything to get excited about on this dvd .	0
together writer-director danny verete 's three tales comprise a powerful and reasonably fulfilling gestalt .	1
writer\/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .	1
goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner laurence coriat do n't manage an equally assured narrative coinage .	1
the script is smart and dark - hallelujah for small favors .	1
even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .	1
you 're not merely watching history , you 're engulfed by it .	1
i am more offended by his lack of faith in his audience than by anything on display here .	0
we 're drawn in by the dark luster .	1
the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .	0
it 's not a great monster movie .	0
it 's a lovely , sad dance highlighted by kwan 's unique directing style .	1
it 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .	0
the all-french cast is marveilleux .	1
if the title is a jeopardy question , then the answer might be `` how does steven seagal come across these days ? ''	0
the emperor 's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .	1
that storytelling has value can not be denied .	1
the whole thing comes off like a particularly amateurish episode of bewitched that takes place during spring break .	0
it 's hard to believe that something so short could be so flabby .	0
it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .	1
solondz may well be the only one laughing at his own joke	0
deep intelligence and a warm , enveloping affection breathe out of every frame .	1
swinging , the film makes it seem , is not a hobby that attracts the young and fit .	0
there 's a reason why halftime is only fifteen minutes long .	0
winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .	1
in its own floundering way , it gets to you .	1
behind the glitz , hollywood is sordid and disgusting .	0
this mild-mannered farce , directed by one of its writers , john c. walsh , is corny in a way that bespeaks an expiration date passed a long time ago .	0
with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering ... may put off insiders and outsiders alike .	0
significantly better than its 2002 children 's - movie competition .	1
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .	1
cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries .	1
with the exception of mccoist , the players do n't have a clue on the park .	0
no amount of good acting is enough to save oleander 's uninspired story .	0
everyone 's to blame here .	0
evokes the 19th century with a subtlety that is an object lesson in period filmmaking .	1
an odd , haphazard , and inconsequential romantic comedy .	0
... another example of how sandler is losing his touch .	0
an awful lot like one of -lrb- spears ' -rrb- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	0
stale and clichéd to a fault .	0
... built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids .	0
zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a	0
holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .	1
i still want my money back .	0
no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised .	0
it 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .	1
narratively , trouble every day is a plodding mess .	0
well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .	1
if there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .	1
the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge .	0
its sheer dynamism is infectious .	1
the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .	1
simultaneously heart-breaking and very funny , the last kiss is really all about performances .	1
start reading your scripts before signing that dotted line .	0
jackson and co have brought back the value and respect for the term epic cinema .	1
a pathetically inane and unimaginative cross between xxx and vertical limit .	0
max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it 's mission accomplished .	1
the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .	1
` punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	0
a sentimental mess that never rings true .	0
a fascinating case study of flower-power liberation -- and the price that was paid for it .	1
-lrb- janey -rrb- forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .	0
the only problem is that , by the end , no one in the audience or the film seems to really care .	0
a film without surprise geared toward maximum comfort and familiarity .	0
... although this idea is `` new '' the results are tired .	0
remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one .	1
mike white 's deft combination of serious subject matter and dark , funny humor make `` the good girl '' a film worth watching .	1
a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact .	1
this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .	0
it 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... grant and bullock make it look as though they are having so much fun .	1
the trouble is , its filmmakers run out of clever ideas and visual gags about halfway through .	0
even when crush departs from the 4w formula ... it feels like a glossy rehash .	0
nair does n't treat the issues lightly .	1
a compelling motion picture that illustrates an american tragedy .	1
it 's that painful .	0
smart , sassy interpretation of the oscar wilde play .	1
there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .	1
though writer\/director bart freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup 's anchoring performance .	1
the early and middle passages are surprising in how much they engage and even touch us .	1
-lrb- cho 's face is -rrb- an amazing slapstick instrument , creating a scrapbook of living mug shots .	1
if ever such a dependable concept was botched in execution , this is it .	0
his -lrb- nelson 's -rrb- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .	0
terminally brain dead production .	0
-lrb- grant -rrb- goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .	1
the movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .	0
bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .	0
while most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .	1
one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	0
well-meant but unoriginal .	0
it 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it .	1
it 's burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .	1
the real triumphs in igby come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron .	1
the quiet american is n't a bad film , it 's just one that could easily wait for your pay per view dollar .	0
no. .	0
kapur weighs down the tale with bogus profundities .	0
my big fat greek wedding is that rare animal known as ' a perfect family film , ' because it 's about family .	1
even though many of these guys are less than adorable -lrb- their lamentations are pretty much self-centered -rrb- , there 's something vital about the movie .	1
while it may not add up to the sum of its parts , holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .	1
an ugly , revolting movie .	0
if you are into splatter movies , then you will probably have a reasonably good time with the salton sea .	1
the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter .	0
shanghai ghetto may not be as dramatic as roman polanski 's the pianist , but its compassionate spirit soars every bit as high .	1
but it 's hardly a necessary enterprise .	0
ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , and this film is part of that delicate canon .	1
distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .	0
it 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .	0
as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction .	0
leigh succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing .	1
i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .	0
it 's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name .	0
the movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true .	0
really does feel like a short stretched out to feature length .	0
a breezy blend of art , history , esoteric musings and philosophy .	1
unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery .	1
stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9\/11 .	1
my wife is an actress works as well as it does because -lrb- the leads -rrb- are such a companionable couple .	1
about schmidt is nicholson 's goofy , heartfelt , mesmerizing king lear .	1
a comedy that is warm , inviting , and surprising .	1
hatfield and hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .	1
the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .	0
this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .	1
enigma looks great , has solid acting and a neat premise .	1
eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .	0
as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .	1
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... in praise of love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .	0
this ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -lrb- if not entirely wholesome -rrb- fun .	1
hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .	0
although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .	0
several uninteresting , unlikeable people do bad things to and with each other in `` unfaithful . ''	0
... a low rate annie featuring some kid who ca n't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school .	0
this version does justice both to stevenson and to the sci-fi genre .	1
surprisingly , considering that baird is a former film editor , the movie is rather choppy .	0
directing with a sure and measured hand , -lrb- haneke -rrb- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	1
... it was n't the subject matter that ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second , did i miss something ? ''	0
wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .	1
it 's a compelling and horrifying story , and the laramie project is worthwhile for reminding us that this sort of thing does , in fact , still happen in america .	1
ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .	1
full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .	0
ultimately ... the movie is too heady for children , and too preachy for adults .	0
could n't someone take rob schneider and have him switch bodies with a funny person ?	0
in the wrong hands , i.e. peploe 's , it 's simply unbearable	0
what saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice .	1
like an afterschool special with costumes by gianni versace , mad love looks better than it feels .	0
a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being .	1
miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .	1
it has no affect on the kurds , but it wore me down .	0
the wanton slipperiness of \* corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .	1
the real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .	1
instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .	0
this tuxedo ... should have been sent back to the tailor for some major alterations .	0
ever see one of those comedies that just seem like a bad idea from frame one ?	0
the film is impressive for the sights and sounds of the wondrous beats the world has to offer .	1
